DateTime,Latitude,Longitude,Distance,Direction,DataAge
2020-07-31 23:41:20,30.74700164794922,-92.90137481689452,89.54807399810845,269.80200794499024,29.831848133333335
2020-07-31 23:41:20,31.1063175201416,-91.83869934082031,35.61796198410982,312.29004499726324,29.831848133333335
2020-07-31 23:41:20,31.07615089416504,-92.66158294677734,78.28172617647927,286.5174353943732,29.831848133333335
2020-07-31 23:41:20,31.06177520751953,-92.95256042480469,94.75019917036344,283.10342906842897,29.831848133333335
2020-07-31 23:42:20,30.91303253173828,-92.63465118408205,74.39600513250576,278.47770750574887,28.831848133333335
2020-07-31 23:42:20,30.92642974853516,-92.48826599121094,65.96155912741717,280.3077356902019,28.831848133333335
2020-07-31 23:42:20,31.118412017822266,-91.89917755126952,38.87492337471568,309.67241439185915,28.831848133333335
2020-07-31 23:42:20,30.96098518371582,-92.66637420654295,76.76969786266609,280.73688610844556,28.831848133333335
2020-07-31 23:42:20,31.12919044494629,-92.4972915649414,70.21207089202971,291.57425998242365,28.831848133333335
2020-07-31 23:43:20,31.15136337280273,-91.84688568115234,38.114200458297006,315.2776035773639,27.831848133333335
2020-07-31 23:43:20,30.952104568481445,-92.65071105957031,75.74979146435882,280.4028857442912,27.831848133333335
2020-07-31 23:43:20,31.845199584960927,-90.5412826538086,90.2765513279077,33.640158519761144,27.831848133333335
2020-07-31 23:43:20,31.12759017944336,-91.79042053222656,34.61370060217723,317.26990024497275,27.831848133333335
2020-07-31 23:43:20,30.94513320922852,-92.51658630371094,67.84158088777407,281.1436953529063,27.831848133333335
2020-07-31 23:44:20,31.18791961669922,-91.8574447631836,40.36493230944996,317.18427871950126,26.831848133333335
2020-07-31 23:44:20,30.94875907897949,-92.66561126708984,76.58171221797957,280.12051414314067,26.831848133333335
2020-07-31 23:44:20,31.11041259765625,-91.82931518554688,35.400167391781785,313.23203707592563,26.831848133333335
2020-07-31 23:44:20,30.893144607543945,-92.94583129882812,92.5698301313341,276.0920395526232,26.831848133333335
2020-07-31 23:44:20,30.86412811279297,-92.59528350830078,71.6860377679708,276.05636040212846,26.831848133333335
2020-07-31 23:44:20,31.181440353393555,-91.85550689697266,39.96022948372264,316.8660759807487,26.831848133333335
2020-07-31 23:44:20,30.787654876708984,-92.8672103881836,87.51696611971376,271.61885826917967,26.831848133333335
2020-07-31 23:44:20,30.94635772705078,-92.51719665527344,67.89269511404264,281.2082902501413,26.831848133333335
2020-07-31 23:45:20,31.14920425415039,-91.87213134765624,39.080787148127094,313.57419884773896,25.831848133333335
2020-07-31 23:45:20,31.37632179260254,-92.85635375976562,96.48317925201547,296.5571354581947,25.831848133333335
2020-07-31 23:45:20,31.18756866455078,-92.72675323486328,84.33153763025224,290.8381183442502,25.831848133333335
2020-07-31 23:45:20,30.963829040527344,-92.59475708007812,72.63283888978802,281.4766604037548,25.831848133333335
2020-07-31 23:45:20,31.13798904418945,-91.77484893798828,34.53212496545612,319.2010422105899,25.831848133333335
2020-07-31 23:46:20,30.9688720703125,-93.04175567626952,98.82293326123043,278.8112286238779,24.831848133333335
2020-07-31 23:46:20,30.88720703125,-92.58343505859376,71.15707547725376,277.3884071640937,24.831848133333335
2020-07-31 23:46:20,31.919004440307607,-90.45245361328124,97.43202540134209,34.496356391574466,24.831848133333335
2020-07-31 23:46:20,30.805479049682607,-92.55130767822266,68.80811064647577,272.9020066264826,24.831848133333335
2020-07-31 23:46:20,31.15251350402832,-92.68135833740234,80.98866126208536,289.8839612915117,24.831848133333335
2020-07-31 23:46:20,31.14792633056641,-92.84935760498048,90.3374777178802,287.6235742915497,24.831848133333335
2020-07-31 23:46:20,30.974462509155273,-92.65227508544922,76.11783711838565,281.53718445185916,24.831848133333335
2020-07-31 23:46:20,30.88505554199219,-92.5089340209961,66.7540395242915,277.71052322503084,24.831848133333335
2020-07-31 23:47:20,31.91664886474609,-90.44436645507812,97.57183227866646,34.779362582343246,23.831848133333335
2020-07-31 23:47:20,31.16261863708496,-91.87456512451172,39.82559490114495,314.40217742030177,23.831848133333335
2020-07-31 23:47:20,30.911949157714844,-92.57524871826172,70.89868804306656,278.8067950919888,23.831848133333335
2020-07-31 23:47:20,31.391948699951172,-92.37208557128906,72.52594876524135,307.2536083160106,23.831848133333335
2020-07-31 23:47:20,30.888042449951172,-92.60009765625,72.14500661226279,277.3413705944779,23.831848133333335
2020-07-31 23:47:20,31.13613319396973,-91.82823944091795,36.59047008554124,315.33539142768944,23.831848133333335
2020-07-31 23:48:20,30.97595977783203,-92.59476470947266,72.7958563796978,282.1245172744445,22.831848133333335
2020-07-31 23:48:20,30.87851333618164,-92.59845733642578,71.974193943969,276.82988081401504,22.831848133333335
2020-07-31 23:48:20,30.746736526489247,-93.06893157958984,99.49668676485977,269.8926655458772,22.831848133333335
2020-07-31 23:49:20,30.885459899902344,-92.60183715820312,72.22680071156006,277.1912074420018,21.831848133333335
2020-07-31 23:49:20,31.1457633972168,-92.446044921875,67.82806759863273,293.39583799286174,21.831848133333335
2020-07-31 23:49:20,31.941303253173828,-90.44297790527344,99.0138116979236,34.248530939257535,21.831848133333335
2020-07-31 23:49:20,31.1856689453125,-91.81663513183594,38.64035582796744,319.64169809723563,21.831848133333335
2020-07-31 23:49:20,30.97866630554199,-92.56504821777344,71.11027111469824,282.55534672556615,21.831848133333335
2020-07-31 23:50:20,30.957365036010746,-92.48656463623048,66.25808231423936,282.1445232754318,20.831848133333335
2020-07-31 23:50:20,31.132192611694336,-91.77735137939452,34.32897617094781,318.5760956190058,20.831848133333335
